epoch,learning_rate,train_total,train_data,train_physics,train_gradient,validation_total,validation_data,validation_physics,validation_gradient
1.0,0.0029871672920607157,0.43187973619205877,0.23637067034724168,0.9726314771687612,0.019655098098155577,0.01083928847219795,0.00756930053466931,0.015974520317589242,0.001501678363032018
2.0,0.0029488887394336022,0.00479825418733526,0.003920320581528358,0.00416714655875694,0.0008900858083507046,0.0032609824168806276,0.002882877675195535,0.0016959928567909326,0.0007781242917796286
3.0,0.00288581929876693,0.0015068845095811412,0.001292861586989602,0.0009237588565156329,0.0005854226365045179,0.001237771037267521,0.0011207613861188293,0.00042129456051043235,0.0006550148670309378
4.0,0.002799038105676658,0.0008719619290786795,0.0007901253266027197,0.0002826973222909146,0.0005059430059191072,0.0008589937885214264,0.0007992005193955265,0.00014724426121877818,0.0006068880223513892
5.0,0.0026900300104368527,0.0006950037095521111,0.000631065897323424,0.00020316629161243327,0.0004660911345126806,0.0007459719636244699,0.0006888768863670217,0.00014142179801031793,0.000576214097236516
6.0,0.0025606601717798215,0.000620071583398385,0.0005741824843426002,0.00011945802907575853,0.0004399498466227669,0.000696511686934779,0.0006485422563855536,0.00010174496067823686,0.000552408919854012
7.0,0.0024131421435130813,0.0005738649269915186,0.000537573443580186,7.702551010879688e-05,0.0004177275568508776,0.0006560541636038882,0.0006176375827635638,5.930967836320633e-05,0.0005310928184674898
8.0,0.0022500000000000003,0.0005433158603409538,0.0005119624856888549,5.707460445592005e-05,0.0003987691343354527,0.0006332843477139249,0.0005974155016398678,5.1382463880145224e-05,0.0005118470386757205
9.0,0.002074025148547635,0.0005173525278223678,0.00048744806917966343,5.392360526457196e-05,0.0003823945917247329,0.0006090214277113167,0.0005722121435004132,6.0010648970395174e-05,0.0004961436873903343
10.0,0.0018882285676537812,0.0004949538888467941,0.0004658739926526323,5.3201271839498077e-05,0.0003687927783175837,0.0005843950323954535,0.0005509211453803194,4.7101063349449156e-05,0.00048107362575440976
11.0,0.0016957892883300778,0.0004777722751896363,0.0004497237805480836,5.091128923595534e-05,0.00035732457763515413,0.0005683826020685956,0.0005365001998143271,4.1976165600014305e-05,0.0004697432074560008
12.0,0.0015,0.00046156371172401123,0.0004350834169599693,4.5410540678858524e-05,0.0003479637180134887,0.0005540023218297089,0.0005229866692388896,4.0257683394884225e-05,0.0004592823812951489
13.0,0.0013042107116699227,0.00044762485413230024,0.0004216656416247133,4.49274443781178e-05,0.00033947454357985407,0.0005407116853651436,0.0005103334903348392,3.952826909880969e-05,0.000449450891513455
14.0,0.001111771432346219,0.00044020015229762066,0.00041430742021475453,4.626081909009372e-05,0.00033281141804764047,0.0005333033392768508,0.000503318343059315,3.921070144012143e-05,0.000442857217421988
15.0,0.0009259748514523657,0.00043113791252835654,0.0004059955699631246,4.395192968331685e-05,0.0003270392062404426,0.000530730251436277,0.0005008874419824375,4.025965563414502e-05,0.0004358177417695212
16.0,0.0007500000000000003,0.00042210919309582096,0.00039730278513161466,4.352302835286537e-05,0.00032203604678215925,0.0005185028518705318,0.0004892293885253215,3.840272862968656e-05,0.00043185834207785473
17.0,0.000586857856486919,0.00041306435559818055,0.00038864704038132913,4.258415879121458e-05,0.00031800975102669327,0.0005158994281373452,0.00048704723061140004,3.747251230379334e-05,0.0004271541019988945
18.0,0.00043933982822017887,0.00040851437552191783,0.00038435875649156515,4.2048905925184954e-05,0.0003149166932416847,0.0005096387612866238,0.00048088712719618343,3.755689552538873e-05,0.00042480517307315796
19.0,0.00030996998956314746,0.0004046425765409367,0.0003805919423029991,4.20711171500443e-05,0.0003127282316199853,0.0005051662349918237,0.00047659448925211717,3.732258301170077e-05,0.00042214437902051333
20.0,0.00020096189432334196,0.0004015834492747672,0.000377599217245006,4.223281325721473e-05,0.00031075344486453105,0.0005046374438582765,0.0004762555242147452,3.673001325902684e-05,0.0004207182410027599
21.0,0.0001141807012330699,0.0003996523064415669,0.0003757687773031648,4.2037913999593e-05,0.00030951894041209016,0.0005019027315332399,0.00047357948521190946,3.674922587985444e-05,0.0004194678646551135
22.0,5.11112605663977e-05,0.0003975990020990139,0.0003738133618753636,4.1777478600124596e-05,0.0003086030101258075,0.0005006842972458495,0.0004724062600871548,3.6681014686716175e-05,0.0004188366995852751
23.0,1.2832707939284426e-05,0.0003969507015426643,0.00037321588388294913,4.162228003679047e-05,0.0003082072507822886,0.0005002715515729506,0.0004719854478025809,3.67857025291111e-05,0.00041857898274126154
24.0,0.0,0.0003965546511608409,0.000372856300600688,4.1478727666799386e-05,0.0003080520145886112,0.0005003016437209832,0.00047193325493329513,3.721407544314085e-05,0.0004185115279445502
