x_mean,y_mean,z_mean,x_std,y_std,z_std,x_rms,y_rms,z_rms,x_ptp,y_ptp,z_ptp,mag_mean,mag_std,label
-0.004814296319051822,-0.013651124440009092,-0.0002419487271759519,0.846713182093005,0.775054080868006,0.6310087811946964,0.846726868700356,0.775174291026622,0.6310088275800924,2.6867425135047585,2.8884460580079523,2.4486980760535983,1.273033338587041,0.3088686306144912,1
-0.01982014078168994,-0.033478909440625565,-0.019824710479953184,1.0637617147112843,0.9366426910553719,0.7729225229323777,1.063946344354873,0.93724082715425,0.773176723396253,3.452158716404966,3.0641239583180813,2.778873140091834,1.5753730951467717,0.35553347021107057,1
0.006012911366672348,-0.00251367697919317,-0.0005990986905838754,0.08867931343310302,0.08007322880422715,0.07313735588837722,0.08888293274903783,0.08011267404780494,0.07313980958126844,0.4199549804352981,0.44849576740200425,0.3922118841723454,0.12962639827910782,0.05352237748764657,0
0.0025218521726843857,-0.0240233521833832,0.004796609536891372,0.8602476134202981,0.7883115334781381,0.6592042488793173,0.860251309870377,0.7886774976280104,0.6592216995848925,2.9582183334750702,2.8683672032144045,2.516072228167118,1.3000377007012236,0.3263736162093223,1
-0.029323992407996654,-0.02242474296941714,-0.041628794048911275,0.738031205448397,0.634875917473351,0.5633956256474476,0.7386135368014576,0.635271831332756,0.5649314892025807,2.4352643647956036,2.4192396475403646,2.354478640913937,1.0895171519645384,0.28499161303266163,1
0.013234600082174669,0.008050389882192031,0.009152907031852436,0.7746052294542304,0.7045824166890591,0.5826182874971818,0.7747182817884034,0.7046284061011521,0.5826901789401315,2.615679761079149,2.8282466485048943,2.0966596277025795,1.1505629014249195,0.33529458886146685,1
0.016643438171375036,-0.010439057048281644,0.0029657596543725823,0.9908284673667539,0.869256377781109,0.7265925386676977,0.990968241558989,0.8693190577832695,0.7265985913679557,3.1988894338458316,2.8763453026877714,2.596214696577026,1.459728054462306,0.3672508679326628,1
0.02718083696413423,-0.007004224478056421,0.008112570579060237,1.0936375744139917,0.9433463419379798,0.8160634652984625,1.0939752931708238,0.9433723443096617,0.8161037882502048,3.738832387033999,3.060685644779071,2.7301110493145933,1.6103169233525854,0.399547395983374,1
0.010857812962020024,0.011888867332370212,0.005066994410281269,0.8096148372940303,0.7789660271062575,0.6298324913424344,0.8096876415439211,0.7790567479665095,0.6298528729655613,2.820947948971109,2.7138927369704984,2.0747913193435363,1.2445506912608528,0.33216217708555473,1
-0.0047454015272124055,-0.025304258084890983,-0.015606923072365868,0.7003676525580881,0.6321913368079437,0.549172504315625,0.700383728812557,0.6326975516091727,0.5493942259835664,2.438512063479602,2.3652389010645845,2.002216763127057,1.059311444140637,0.2655877242162799,1
